#WORD	NN	VB	JJ	RB	DT	IN	OT
radii	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rained	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rains	0.800	0.200	0.000	0.000	0.000	0.000	0.000
rainy	0.200	0.000	0.800	0.000	0.000	0.000	0.000
raked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rameau's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rampant	0.000	0.000	1.000	0.000	0.000	0.000	0.000
ranked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
ransom	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raphael	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rapidity	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rapped	0.000	1.000	0.000	0.000	0.000	0.000	0.000
ratified	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rationalism	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rawlings	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rdws	1.000	0.000	0.000	0.000	0.000	0.000	0.000
re-examine	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reacting	0.000	1.000	0.000	0.000	0.000	0.000	0.000
realtor	1.000	0.000	0.000	0.000	0.000	0.000	0.000
reasoned	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rebelled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rebuff	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rebuffed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rebuilt	0.000	1.000	0.000	0.000	0.000	0.000	0.000
receipt	1.000	0.000	0.000	0.000	0.000	0.000	0.000
recoil	0.800	0.200	0.000	0.000	0.000	0.000	0.000
reconcile	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reconsider	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reconsideration	1.000	0.000	0.000	0.000	0.000	0.000	0.000
reconsidered	0.000	1.000	0.000	0.000	0.000	0.000	0.000
recovering	0.000	1.000	0.000	0.000	0.000	0.000	0.000
recruited	0.000	1.000	0.000	0.000	0.000	0.000	0.000
recruiting	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rectangle	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rectangular	0.000	0.000	1.000	0.000	0.000	0.000	0.000
recurrent	0.000	0.000	1.000	0.000	0.000	0.000	0.000
redemption	1.000	0.000	0.000	0.000	0.000	0.000	0.000
reductions	1.000	0.000	0.000	0.000	0.000	0.000	0.000
redundancy	1.000	0.000	0.000	0.000	0.000	0.000	0.000
reflex	1.000	0.000	0.000	0.000	0.000	0.000	0.000
refreshed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
regained	0.000	1.000	0.000	0.000	0.000	0.000	0.000
registering	0.000	1.000	0.000	0.000	0.000	0.000	0.000
registers	0.800	0.200	0.000	0.000	0.000	0.000	0.000
registrant	1.000	0.000	0.000	0.000	0.000	0.000	0.000
registries	1.000	0.000	0.000	0.000	0.000	0.000	0.000
regulating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rehearsal	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rehearsals	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rejecting	0.000	1.000	0.000	0.000	0.000	0.000	0.000
relentlessly	0.000	0.000	0.000	0.800	0.000	0.000	0.200
relies	0.000	1.000	0.000	0.000	0.000	0.000	0.000
religiously	0.000	0.000	0.000	1.000	0.000	0.000	0.000
relinquished	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reminiscent	0.000	0.000	1.000	0.000	0.000	0.000	0.000
remotely	0.000	0.000	0.000	1.000	0.000	0.000	0.000
renew	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reorganized	0.000	1.000	0.000	0.000	0.000	0.000	0.000
repeats	0.000	1.000	0.000	0.000	0.000	0.000	0.000
repertory	1.000	0.000	0.000	0.000	0.000	0.000	0.000
replenish	0.000	1.000	0.000	0.000	0.000	0.000	0.000
repository	1.000	0.000	0.000	0.000	0.000	0.000	0.000
republicanism	1.000	0.000	0.000	0.000	0.000	0.000	0.000
repudiation	1.000	0.000	0.000	0.000	0.000	0.000	0.000
repulsive	0.000	0.000	1.000	0.000	0.000	0.000	0.000
reputedly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
reread	0.000	1.000	0.000	0.000	0.000	0.000	0.000
researchers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
reserves	0.800	0.200	0.000	0.000	0.000	0.000	0.000
reserving	0.000	1.000	0.000	0.000	0.000	0.000	0.000
resides	0.000	1.000	0.000	0.000	0.000	0.000	0.000
resistant	0.000	0.000	1.000	0.000	0.000	0.000	0.000
resisting	0.000	1.000	0.000	0.000	0.000	0.000	0.000
resonant	0.000	0.000	1.000	0.000	0.000	0.000	0.000
respectful	0.000	0.000	1.000	0.000	0.000	0.000	0.000
responsive	0.000	0.000	1.000	0.000	0.000	0.000	0.000
responsiveness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
restatement	1.000	0.000	0.000	0.000	0.000	0.000	0.000
retribution	1.000	0.000	0.000	0.000	0.000	0.000	0.000
reverence	0.800	0.200	0.000	0.000	0.000	0.000	0.000
revolved	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rewarding	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rewards	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ricco	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rickards	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ridges	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rifleman	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rig	0.800	0.200	0.000	0.000	0.000	0.000	0.000
rightful	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rigorously	0.000	0.000	0.000	1.000	0.000	0.000	0.000
rigors	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rigs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rim	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rio	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ripple	0.800	0.200	0.000	0.000	0.000	0.000	0.000
risked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
risks	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ritchie	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rites	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rituals	1.000	0.000	0.000	0.000	0.000	0.000	0.000
road's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
roadside	1.000	0.000	0.000	0.000	0.000	0.000	0.000
robes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rocker	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rococo	0.333	0.000	0.667	0.000	0.000	0.000	0.000
rods	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ron	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rookies	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ropes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rosa	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rosburg	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rosebuds	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rotary	0.200	0.000	0.800	0.000	0.000	0.000	0.000
roulette	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rounding	0.200	0.800	0.000	0.000	0.000	0.000	0.000
rub	0.333	0.667	0.000	0.000	0.000	0.000	0.000
rubbish	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rudimentary	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rudy	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ruger	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rugs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
runaway	0.167	0.167	0.667	0.000	0.000	0.000	0.000
runway	1.000	0.000	0.000	0.000	0.000	0.000	0.000
runways	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sacredness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
saddled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
safest	0.000	0.000	1.000	0.000	0.000	0.000	0.000
sag	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sagging	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sailor	1.000	0.000	0.000	0.000	0.000	0.000	0.000
saints	1.000	0.000	0.000	0.000	0.000	0.000	0.000
saith	0.000	1.000	0.000	0.000	0.000	0.000	0.000
salient	0.000	0.000	1.000	0.000	0.000	0.000	0.000
salinger	1.000	0.000	0.000	0.000	0.000	0.000	0.000
salisbury	1.000	0.000	0.000	0.000	0.000	0.000	0.000
saliva	1.000	0.000	0.000	0.000	0.000	0.000	0.000
salted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
salty	0.000	0.000	1.000	0.000	0.000	0.000	0.000
sam's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sameness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sanctioned	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sandwiches	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sanity	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sara	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sarah's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
saratoga	1.000	0.000	0.000	0.000	0.000	0.000	0.000
satiric	0.000	0.000	1.000	0.000	0.000	0.000	0.000
satisfactions	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sauerkraut	1.000	0.000	0.000	0.000	0.000	0.000	0.000
saves	0.000	1.000	0.000	0.000	0.000	0.000	0.000
savory	0.000	0.000	1.000	0.000	0.000	0.000	0.000
saxon	1.000	0.000	0.000	0.000	0.000	0.000	0.000
saxons	1.000	0.000	0.000	0.000	0.000	0.000	0.000
saxophone	1.000	0.000	0.000	0.000	0.000	0.000	0.000
scales	0.800	0.200	0.000	0.000	0.000	0.000	0.000
scalp	1.000	0.000	0.000	0.000	0.000	0.000	0.000
scanty	0.000	0.000	1.000	0.000	0.000	0.000	0.000
scarf	1.000	0.000	0.000	0.000	0.000	0.000	0.000
schaefer	1.000	0.000	0.000	0.000	0.000	0.000	0.000
schiele	1.000	0.000	0.000	0.000	0.000	0.000	0.000
schillinger	1.000	0.000	0.000	0.000	0.000	0.000	0.000
schubert's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
scientifically	0.000	0.000	0.000	1.000	0.000	0.000	0.000
scoop	0.800	0.200	0.000	0.000	0.000	0.000	0.000
scooted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
scoreboard	1.000	0.000	0.000	0.000	0.000	0.000	0.000
scoring	0.200	0.800	0.000	0.000	0.000	0.000	0.000
scorn	1.000	0.000	0.000	0.000	0.000	0.000	0.000
scowled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
scrawny	0.000	0.000	1.000	0.000	0.000	0.000	0.000
scriptures	1.000	0.000	0.000	0.000	0.000	0.000	0.000
seashore	1.000	0.000	0.000	0.000	0.000	0.000	0.000
secretarial	0.000	0.000	1.000	0.000	0.000	0.000	0.000
secretary's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sedans	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sediments	1.000	0.000	0.000	0.000	0.000	0.000	0.000
seebohm	1.000	0.000	0.000	0.000	0.000	0.000	0.000
selena	1.000	0.000	0.000	0.000	0.000	0.000	0.000
self-confidence	1.000	0.000	0.000	0.000	0.000	0.000	0.000
self-esteem	1.000	0.000	0.000	0.000	0.000	0.000	0.000
self-imposed	0.000	0.000	1.000	0.000	0.000	0.000	0.000
self-indulgence	1.000	0.000	0.000	0.000	0.000	0.000	0.000
self-respect	1.000	0.000	0.000	0.000	0.000	0.000	0.000
self-satisfaction	1.000	0.000	0.000	0.000	0.000	0.000	0.000
self-unloading	0.000	0.000	1.000	0.000	0.000	0.000	0.000
selkirk's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
selves	1.000	0.000	0.000	0.000	0.000	0.000	0.000
senate	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sends	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sensibly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
serial	0.667	0.000	0.333	0.000	0.000	0.000	0.000
serviceable	0.000	0.000	1.000	0.000	0.000	0.000	0.000
settlements	1.000	0.000	0.000	0.000	0.000	0.000	0.000
seventy	0.000	0.000	0.000	0.000	0.000	0.000	1.000
sew	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sewers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sexuality	1.000	0.000	0.000	0.000	0.000	0.000	0.000
shadowing	0.200	0.800	0.000	0.000	0.000	0.000	0.000
shakes	0.200	0.800	0.000	0.000	0.000	0.000	0.000
shayol	1.000	0.000	0.000	0.000	0.000	0.000	0.000
shearing	0.333	0.667	0.000	0.000	0.000	0.000	0.000
sheath	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sheik	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sheltered	0.000	1.000	0.000	0.000	0.000	0.000	0.000
shines	0.000	1.000	0.000	0.000	0.000	0.000	0.000
shivered	0.000	1.000	0.000	0.000	0.000	0.000	0.000
shocks	0.800	0.200	0.000	0.000	0.000	0.000	0.000
shooter	1.000	0.000	0.000	0.000	0.000	0.000	0.000
shorten	0.000	1.000	0.000	0.000	0.000	0.000	0.000
shoup	1.000	0.000	0.000	0.000	0.000	0.000	0.000
showdown	1.000	0.000	0.000	0.000	0.000	0.000	0.000
shriek	0.800	0.200	0.000	0.000	0.000	0.000	0.000
shrieked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
shrines	1.000	0.000	0.000	0.000	0.000	0.000	0.000
shrubs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
shyly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
siamese	0.000	0.000	1.000	0.000	0.000	0.000	0.000
sibylla	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sickened	0.000	1.000	0.000	0.000	0.000	0.000	0.000
siding	0.800	0.200	0.000	0.000	0.000	0.000	0.000
silhouette	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sill	1.000	0.000	0.000	0.000	0.000	0.000	0.000
simon	1.000	0.000	0.000	0.000	0.000	0.000	0.000
simulate	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sinatra	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sinner	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sinners	1.000	0.000	0.000	0.000	0.000	0.000	0.000
situs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
skeletal	0.000	0.000	1.000	0.000	0.000	0.000	0.000
sketched	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sketching	0.000	1.000	0.000	0.000	0.000	0.000	0.000
skiffs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
skinless	0.000	0.000	1.000	0.000	0.000	0.000	0.000
skip	0.200	0.800	0.000	0.000	0.000	0.000	0.000
skipjack	1.000	0.000	0.000	0.000	0.000	0.000	0.000
skipping	0.000	1.000	0.000	0.000	0.000	0.000	0.000
skirmish	1.000	0.000	0.000	0.000	0.000	0.000	0.000
skolovsky	1.000	0.000	0.000	0.000	0.000	0.000	0.000
skopas	1.000	0.000	0.000	0.000	0.000	0.000	0.000
slamming	0.000	1.000	0.000	0.000	0.000	0.000	0.000
slanting	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sliced	0.000	1.000	0.000	0.000	0.000	0.000	0.000
slob	1.000	0.000	0.000	0.000	0.000	0.000	0.000
slots	1.000	0.000	0.000	0.000	0.000	0.000	0.000
slowness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sludge	1.000	0.000	0.000	0.000	0.000	0.000	0.000
slugged	0.000	1.000	0.000	0.000	0.000	0.000	0.000
slugger	1.000	0.000	0.000	0.000	0.000	0.000	0.000
slugs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
smack	0.000	1.000	0.000	0.000	0.000	0.000	0.000
smallwood	1.000	0.000	0.000	0.000	0.000	0.000	0.000
smartly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
smythe	1.000	0.000	0.000	0.000	0.000	0.000	0.000
snatch	0.000	1.000	0.000	0.000	0.000	0.000	0.000
snobbery	1.000	0.000	0.000	0.000	0.000	0.000	0.000
snopes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
snoring	0.333	0.667	0.000	0.000	0.000	0.000	0.000
snorted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
snowing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
snowy	0.000	0.000	1.000	0.000	0.000	0.000	0.000
snuggled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
so's	0.000	0.000	0.000	0.000	0.000	0.000	1.000
soared	0.000	1.000	0.000	0.000	0.000	0.000	0.000
soberly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
socialist	0.667	0.000	0.333	0.000	0.000	0.000	0.000
societal	0.000	0.000	1.000	0.000	0.000	0.000	0.000
soften	0.000	1.000	0.000	0.000	0.000	0.000	0.000
softening	0.333	0.667	0.000	0.000	0.000	0.000	0.000
sokol	1.000	0.000	0.000	0.000	0.000	0.000	0.000
solidity	1.000	0.000	0.000	0.000	0.000	0.000	0.000
somebody's	0.000	0.333	0.000	0.000	0.000	0.000	0.667
someone's	0.000	0.200	0.000	0.000	0.000	0.000	0.800
son-in-law	1.000	0.000	0.000	0.000	0.000	0.000	0.000
songau	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sonofabitch	1.000	0.000	0.000	0.000	0.000	0.000	0.000
soothing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sorted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sounder	0.200	0.000	0.800	0.000	0.000	0.000	0.000
southeastern	0.000	0.000	1.000	0.000	0.000	0.000	0.000
southwest	1.000	0.000	0.000	0.000	0.000	0.000	0.000
spacing	0.667	0.333	0.000	0.000	0.000	0.000	0.000
spades	1.000	0.000	0.000	0.000	0.000	0.000	0.000
spain	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sparkle	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sparkling	0.000	0.800	0.200	0.000	0.000	0.000	0.000
specializing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
specialties	1.000	0.000	0.000	0.000	0.000	0.000	0.000
specialty	1.000	0.000	0.000	0.000	0.000	0.000	0.000
specifies	0.000	1.000	0.000	0.000	0.000	0.000	0.000
speculating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
speculations	1.000	0.000	0.000	0.000	0.000	0.000	0.000
speeding	0.000	1.000	0.000	0.000	0.000	0.000	0.000
spin	0.429	0.571	0.000	0.000	0.000	0.000	0.000
spinco	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sponge	0.667	0.333	0.000	0.000	0.000	0.000	0.000
sportin'	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sposato	1.000	0.000	0.000	0.000	0.000	0.000	0.000
spouses	1.000	0.000	0.000	0.000	0.000	0.000	0.000
spree	1.000	0.000	0.000	0.000	0.000	0.000	0.000
springtime	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sprinkled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sprouting	0.333	0.667	0.000	0.000	0.000	0.000	0.000
sq.	0.000	0.000	1.000	0.000	0.000	0.000	0.000
squat	0.571	0.143	0.286	0.000	0.000	0.000	0.000
squatted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
squeezing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
ss	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stabilizing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
staffe	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stain	0.667	0.333	0.000	0.000	0.000	0.000	0.000
stalag	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stale	0.000	0.000	1.000	0.000	0.000	0.000	0.000
stalled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
stalwart	0.000	0.000	1.000	0.000	0.000	0.000	0.000
stammered	0.000	1.000	0.000	0.000	0.000	0.000	0.000
stamping	0.200	0.800	0.000	0.000	0.000	0.000	0.000
stamps	1.000	0.000	0.000	0.000	0.000	0.000	0.000
standardized	0.000	1.000	0.000	0.000	0.000	0.000	0.000
stanley's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
starbird	1.000	0.000	0.000	0.000	0.000	0.000	0.000
starch	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stately	0.000	0.000	1.000	0.000	0.000	0.000	0.000
station's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stead	1.000	0.000	0.000	0.000	0.000	0.000	0.000
steaks	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stealing	0.333	0.667	0.000	0.000	0.000	0.000	0.000
steeples	1.000	0.000	0.000	0.000	0.000	0.000	0.000
steered	0.000	1.000	0.000	0.000	0.000	0.000	0.000
stein's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sterilization	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stettin	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stitches	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stooping	0.000	1.000	0.000	0.000	0.000	0.000	0.000
storing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
stormy	0.429	0.000	0.571	0.000	0.000	0.000	0.000
storyteller	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stram	1.000	0.000	0.000	0.000	0.000	0.000	0.000
strategists	1.000	0.000	0.000	0.000	0.000	0.000	0.000
streaked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
streamlined	0.000	1.000	0.000	0.000	0.000	0.000	0.000
strengthens	0.000	1.000	0.000	0.000	0.000	0.000	0.000
strengths	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stressing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
stripe	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stripes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stroll	1.000	0.000	0.000	0.000	0.000	0.000	0.000
strolled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
strolling	0.000	1.000	0.000	0.000	0.000	0.000	0.000
strove	0.000	1.000	0.000	0.000	0.000	0.000	0.000
strung	0.000	1.000	0.000	0.000	0.000	0.000	0.000
strychnine	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stubblefield	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stubblefields	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stucco	1.000	0.000	0.000	0.000	0.000	0.000	0.000
studded	0.000	1.000	0.000	0.000	0.000	0.000	0.000
stupor	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sub	0.800	0.000	0.000	0.000	0.000	0.200	0.000
subcommittee	1.000	0.000	0.000	0.000	0.000	0.000	0.000
subconsciously	0.000	0.000	0.000	1.000	0.000	0.000	0.000
submission	1.000	0.000	0.000	0.000	0.000	0.000	0.000
submissive	0.000	0.000	1.000	0.000	0.000	0.000	0.000
subordinate	0.167	0.167	0.667	0.000	0.000	0.000	0.000
subordinated	0.000	1.000	0.000	0.000	0.000	0.000	0.000
subscription	1.000	0.000	0.000	0.000	0.000	0.000	0.000
subsidize	0.000	1.000	0.000	0.000	0.000	0.000	0.000
subsidized	0.000	1.000	0.000	0.000	0.000	0.000	0.000
substituting	0.000	1.000	0.000	0.000	0.000	0.000	0.000
subtleties	1.000	0.000	0.000	0.000	0.000	0.000	0.000
subtly	0.000	0.000	0.000	0.667	0.000	0.000	0.333
subtracted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
suck	0.200	0.800	0.000	0.000	0.000	0.000	0.000
sued	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sufferer	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sufferings	1.000	0.000	0.000	0.000	0.000	0.000	0.000
suffocating	0.200	0.800	0.000	0.000	0.000	0.000	0.000
suites	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sukarno	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sulky	0.000	0.000	1.000	0.000	0.000	0.000	0.000
summertime	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sumptuous	0.000	0.000	1.000	0.000	0.000	0.000	0.000
super-condamine	1.000	0.000	0.000	0.000	0.000	0.000	0.000
superimpose	0.000	1.000	0.000	0.000	0.000	0.000	0.000
superiors	1.000	0.000	0.000	0.000	0.000	0.000	0.000
supernaturalism	1.000	0.000	0.000	0.000	0.000	0.000	0.000
supersonic	0.000	0.000	1.000	0.000	0.000	0.000	0.000
supervised	0.000	1.000	0.000	0.000	0.000	0.000	0.000
supervisors	1.000	0.000	0.000	0.000	0.000	0.000	0.000
suppressed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
surgery	1.000	0.000	0.000	0.000	0.000	0.000	0.000
surpluses	1.000	0.000	0.000	0.000	0.000	0.000	0.000
surrendering	0.000	1.000	0.000	0.000	0.000	0.000	0.000
susie	1.000	0.000	0.000	0.000	0.000	0.000	0.000
suspects	0.000	1.000	0.000	0.000	0.000	0.000	0.000
suspiciously	0.000	0.000	0.000	1.000	0.000	0.000	0.000
swarthy	0.000	0.000	1.000	0.000	0.000	0.000	0.000
sway	0.800	0.200	0.000	0.000	0.000	0.000	0.000
sweaters	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sweating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
swells	1.000	0.000	0.000	0.000	0.000	0.000	0.000
swirling	0.000	1.000	0.000	0.000	0.000	0.000	0.000
swished	0.000	1.000	0.000	0.000	0.000	0.000	0.000
swords	1.000	0.000	0.000	0.000	0.000	0.000	0.000
synonymous	0.000	0.000	1.000	0.000	0.000	0.000	0.000
syrup	1.000	0.000	0.000	0.000	0.000	0.000	0.000
szolds	1.000	0.000	0.000	0.000	0.000	0.000	0.000
tabulated	0.000	1.000	0.000	0.000	0.000	0.000	0.000
tack	1.000	0.000	0.000	0.000	0.000	0.000	0.000
tactic	1.000	0.000	0.000	0.000	0.000	0.000	0.000
take-off	1.000	0.000	0.000	0.000	0.000	0.000	0.000
talkative	0.000	0.000	1.000	0.000	0.000	0.000	0.000
talmud	1.000	0.000	0.000	0.000	0.000	0.000	0.000
tame	0.000	0.200	0.800	0.000	0.000	0.000	0.000
tammany	1.000	0.000	0.000	0.000	0.000	0.000	0.000
tang	1.000	0.000	0.000	0.000	0.000	0.000	0.000
tantalizing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
tao	1.000	0.000	0.000	0.000	0.000	0.000	0.000
taoism	1.000	0.000	0.000	0.000	0.000	0.000	0.000
tapes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
tapping	0.800	0.200	0.000	0.000	0.000	0.000	0.000
tarzan	1.000	0.000	0.000	0.000	0.000	0.000	0.000
tass	1.000	0.000	0.000	0.000	0.000	0.000	0.000
taverns	1.000	0.000	0.000	0.000	0.000	0.000	0.000
tawny	0.000	0.000	1.000	0.000	0.000	0.000	0.000
tease	0.333	0.667	0.000	0.000	0.000	0.000	0.000
teaspoon	1.000	0.000	0.000	0.000	0.000	0.000	0.000
teddy	1.000	0.000	0.000	0.000	0.000	0.000	0.000
tee	1.000	0.000	0.000	0.000	0.000	0.000	0.000
teen-age	0.000	0.000	1.000	0.000	0.000	0.000	0.000
teenage	0.000	0.000	1.000	0.000	0.000	0.000	0.000
teens	1.000	0.000	0.000	0.000	0.000	0.000	0.000
tektites	1.000	0.000	0.000	0.000	0.000	0.000	0.000
telegraphers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
televised	0.000	1.000	0.000	0.000	0.000	0.000	0.000
teller	1.000	0.000	0.000	0.000	0.000	0.000	0.000
